job,company,city,salary,work_experience,age,education,work_type,contract,email,phone_number,job_descr,links,posted_date,deadline
“Xaçmaz” filialının Müştəri xidməti şöbəsinin mütəxəssisi,Xalq Bank,Xaçmaz,Müsahibə əsasında,2 il,23 — 45,Tam ali təhsil (magistr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"Link:https://qlor.me/m5p2r45ckiTəsvir· Müştərilərin müraciətlərini cavablandırmaq, bankın məhsul və xidmətləri haqqında ətraflı, dolğun məlumat və məsləhətlər vermək;· Müştərilərin eyniləşdirilməsini təmin etmək, onlara müvafiq hesablar açmaq (hesabları bağlamaq), hesab sahibinin tapşırıqlarına əsasən müvafiq əməliyyatların aparılmasını təmin etmək;· Əməliyyatın aparılması üçün müştərilərin təqdim etdiyi sənədləri (müqavilələri, hesab-fakturaları və digər sənədləri) yoxlamaq;· Müştərilərin istəyinə uyğun olaraq onlara hesab qalıqları barədə arayış və çıxarış tərtib edərək təqdim etmək;· Cari sənədlərin yığılması, saxlanılması və arxivləşdirilməsini həyata keçirmək.Tələblər• Maliyyə, İqtisadiyyat, Menecment və hüquq sahəsində alimagistrtəhsili;• Hərbi xidməti bitirən və ya hərbi xidmətdən möhlət hüququ olan (oğlanlar üçün);• Bank və ya bank olmayan kredit təşkilatında təcrübə arzuolunandır;• Ünsiyyətcil, təşəbbüskar və mülayim olmaq;• Analitik zəkaya malik olmaq və müştərilərlə işləmək qabiliyyəti;• Riyazi hesablama aparmaq qabiliyyəti;• Mükəmməl kommunikasiya və insanları inandırma qabiliyyəti;• Stressə davamlılıq və kollektivdə işləmək bacarığı;• Yüksək qavrama və öyrənmə qabiliyyəti;• İşə yaradıcı yanaşmaq, yeni ideyalara malik olmaq və yeni ideyaları stimullaşdıra bilmək bacarığı;• İşdə dəqiqlik və detallara fikir vermə qabiliyyəti;• Kompüter bilikləri.Uyğun başlıqlarBankMaliyyəMicrosoft Office",https://www.offer.az/xacmaz-filialinin-must%c9%99ri-xidm%c9%99ti-sob%c9%99sinin-mut%c9%99x%c9%99ssisi-vakansiya-2025-60596/,09/01/2025,09/02/2025
“Gəncə” filialının Ekvayrinq xidməti üzrə regional təmsilçisi,Xalq Bank,Gəncə,Müsahibə əsasında,1 il,21 — 46,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5p2uude0tTəsvirYeni ATM və ödəniş terminalların quraşdırılması;ATM, ödəniş terminallarına və pos-terminallara müvafiq proqram təminatının yazılması və tam işlək vəziyyətə gətirilməsi;ATM, ödəniş terminallarına və pos-terminalların daim işlək vəziyyətdə saxlanılması, monitorinqi, yaranmış problemlərin diaqnostikası və aradan qaldırması;Müvafiq bölgədə yerləşən pos-terminalların fiziki vəziyyətinə nəzarət məqsədilə mütəmadi monitorinqlərin keçirilməsi, dövriyyə tələbinə uyğun olmayan müştərilərin müəyyənləşdirilməsi;ATM, ödəniş terminalları və pos-terminallarda nasaz ehtiyat hissələrinin müəyyən edilməsi, təmiri (zərurət yarandığı halda), sazlanması, yenisi ilə əvəz olunması və s. üçün servis xidmətlərinin cəlb edilməsi;ATM, ödəniş terminalları və pos-terminallara WAY4 (Telescope) və digər mövcud Remote (məsafədən idarə etmə) proqramlar vasitəsilə nəzarət etmək;Günün sonunda görülən işlər və təyin edilmiş uyğunsuzluqlar barədə hesabatın hazırlanması və təqdim edilməsi;TələblərAlitəhsil (və ya ona bərabər tutulan təhsil səviyyəsi);Hərbi xidməti bitirən və ya hərbi xidmətdən möhlət hüququ olan (oğlanlar üçün);Bank və ya bank olmayan kredit təşkilatında təcrübə arzuolunandır;Yenilikləri intensiv və dərindən mənimsəmə bacarığı;Analitik zəkaya malik olmaq və müştərilərlə işləmək qabiliyyəti;· Stressə davamlılıq və kollektivdə işləmək bacarığı;· İşdə dəqiqlik və detallara fikir vermə qabiliyyəti;· Kompüter bilikləri;· Ofis proqramlarında (Excel, Word) işləmə bacarığı;· Şəxsi nəqliyyat vasitəsinin olması arzuolunandır.Uyğun başlıqlarBankEkvayrinq",https://www.offer.az/ekvayrinq-xidmeti-vakansiya-2025-60595/,09/01/2025,09/02/2025
Satış Məsləhətçisi,Kontakt Home,Bakı,Müsahibə əsasında,,21 — 45,Fərq etmir,Tam iş günü (6 gün),Əmək müqaviləsi,Açıqlamadakı linkə daxil olun,,"Müraciət linki:https://qlor.me/m5p3cbg2vfTəsvirŞirkət tərəfindən göndərilən məhsulların qəbul edilməsi, yoxlanılması, müvafiq olaraq yerləşdirilməsi;Satışla bağlı müxtəlif qayda və prosedurlar, o cümlədən kampaniyalar haqqında məlumatın vaxtında öyrənilməsi və tədbiq edilməsi;Müştərilərin mağazada qarşılanması, onların tələbatının öyrənilməsi, məhsullar haqqında ətraflı və doğru məlumatın verilməsi;Müştərinin tələbatına uyğun olaraq müştəriyə düzgün seçim etməkdə köməkliyin göstərilməsi;Mağaza direktorunun tapşırıqlarının vaxtında və tələb olunan qaydada yerinə yetirilməsi.İş şəraiti:İş günləri: 6 iş günü,1 gün istirahət;Şirkət daxili təlim və inkişaf imkanları;Karyera yüksəlişi imkanı.TələblərSatış təcrübəsi arzu olunandır;Səlis azərbaycan dili biliyi, rus dili biliyi arzu olunandır;Aktivlik, çeviklik, ünsiyyətçillik və məsuliyyətlilik;Satış etmə bacarığı.Uyğun başlıqlarSatıcıSatışSatış məsləhətçisiSatış nümayəndəsi",https://www.offer.az/satis-meslehetcisi-380-vakansiya-2025-60594/,09/01/2025,06/02/2025
“Yevlax” filialının Müştəri xidməti şöbəsinin mütəxəssisi,Xalq Bank,Yevlax,Müsahibə əsasında,1 il,21 — 46,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,"https://qlor.me/m5p3g9eb0uTəsvir· Müştərilərin müraciətlərini cavablandırmaq, bankın məhsul və xidmətləri haqqında ətraflı, dolğun məlumat və məsləhətlər vermək;· Müştərilərin eyniləşdirilməsini təmin etmək, onlara müvafiq hesablar açmaq (hesabları bağlamaq), hesab sahibinin tapşırıqlarına əsasən müvafiq əməliyyatların aparılmasını təmin etmək;· Əməliyyatın aparılması üçün müştərilərin təqdim etdiyi sənədləri (müqavilələri, hesab-fakturaları və digər sənədləri) yoxlamaq;· Müştərilərin istəyinə uyğun olaraq onlara hesab qalıqları barədə arayış və çıxarış tərtib edərək təqdim etmək;· Cari sənədlərin yığılması, saxlanılması və arxivləşdirilməsini həyata keçirmək.Tələblər• Maliyyə, İqtisadiyyat, Menecment və hüquq sahəsində alimagistrtəhsili;• Hərbi xidməti bitirən və ya hərbi xidmətdən möhlət hüququ olan (oğlanlar üçün);• Bank və ya bank olmayan kredit təşkilatında təcrübə arzuolunandır;• Ünsiyyətcil, təşəbbüskar və mülayim olmaq;• Analitik zəkaya malik olmaq və müştərilərlə işləmək qabiliyyəti;• Riyazi hesablama aparmaq qabiliyyəti;• Mükəmməl kommunikasiya və insanları inandırma qabiliyyəti;• Stressə davamlılıq və kollektivdə işləmək bacarığı;• Yüksək qavrama və öyrənmə qabiliyyəti;• İşə yaradıcı yanaşmaq, yeni ideyalara malik olmaq və yeni ideyaları stimullaşdıra bilmək bacarığı;• İşdə dəqiqlik və detallara fikir vermə qabiliyyəti;• Kompüter bilikləri.Uyğun başlıqlarBankMaliyyəMüştəri xidmətləri",https://www.offer.az/musteri-xidmeti-sobesinin-mutexessisi-10-vakansiya-2025-60593/,09/01/2025,09/02/2025
“Qazax” filialının Kredit şöbəsinin mütəxəssisi,Xalq Bank,Qazax,Müsahibə əsasında,1 il,21 — 46,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,https://qlor.me/m5p3ou5qf8TəsvirMüştəriyə bankın kredit məhsullarına dair məlumatın verilməsi;Kredit müraciətlərinin qəbulu və analizi;Müraciətlərin Bankın kredit komitəsində müdafiəsi;Kredit sənədlərinin tərtibi;Kredit portfelinə nəzarət və idarə etmək;Müştəri hesablarının aparılmasına nəzarət;Verilmiş kreditlərə dair xidmətlər və onların monitorinqinin aparılması.TələblərMüştəriyə bankın kredit məhsullarına dair məlumatın verilməsi;Kredit müraciətlərinin qəbulu və analizi;Müraciətlərin Bankın kredit komitəsində müdafiəsi;Kredit sənədlərinin tərtibi;Kredit portfelinə nəzarət və idarə etmək;Müştəri hesablarının aparılmasına nəzarət;Verilmiş kreditlərə dair xidmətlər və onların monitorinqinin aparılması.Uyğun başlıqlarBankKreditMaliyyə,https://www.offer.az/kredit-sobesinin-mutexessisi-36-vakansiya-2025-60592/,09/01/2025,09/02/2025
“Cəlilabad” filialının Kredit şöbəsinin mütəxəssisi,Xalq Bank,Cəlilabad,Müsahibə əsasında,1 il,21 — 46,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,Link elanda qeyd olunub,,https://qlor.me/m5p2wv73qcTəsvirMüştəriyə bankın kredit məhsullarına dair məlumatın verilməsi;Kredit müraciətlərinin qəbulu və analizi;Müraciətlərin Bankın kredit komitəsində müdafiəsi;Kredit sənədlərinin tərtibi;Kredit portfelinə nəzarət və idarə etmək;Müştəri hesablarının aparılmasına nəzarət;Verilmiş kreditlərə dair xidmətlər və onların monitorinqinin aparılması.TələblərMüştəriyə bankın kredit məhsullarına dair məlumatın verilməsi;Kredit müraciətlərinin qəbulu və analizi;Müraciətlərin Bankın kredit komitəsində müdafiəsi;Kredit sənədlərinin tərtibi;Kredit portfelinə nəzarət və idarə etmək;Müştəri hesablarının aparılmasına nəzarət;Verilmiş kreditlərə dair xidmətlər və onların monitorinqinin aparılması.Uyğun başlıqlarBankKreditMaliyyə,https://www.offer.az/c%c9%99lilabad-filialinin-kredit-sob%c9%99sinin-mut%c9%99x%c9%99ssisi-2-vakansiya-2025-60591/,09/01/2025,09/02/2025
Front Office Manager,Sapphire Group,Bakı,Müsahibə əsasında,2 il,21 — 65,Orta və ya orta ixtisas təhsili,Tam iş günü (6 gün),Əmək müqaviləsi,cv@sapphire.az,,"We are currently seeking a Front Office Manager to oversee our front desk operations at our upscale hotel in [City, State]. The ideal candidate will possess strong leadership skills, excellent communication abilities, and a dedication to providing exceptional service to our guests.Key Responsibilities:Manage all front desk activities, including check-in/check-out processes, reservations, and guest inquiriesTrain and supervise front desk staff to ensure a high level of customer serviceHandle guest complaints and resolve issues in a timely and professional mannerMaintain accurate records and reports, and assist with financial transactionsCollaborate with other departments to ensure seamless guest experiencesImplement and uphold hotel policies and proceduresEnsure compliance with health and safety regulationsQualifications:Minimum of one year of experience in a front desk or guest services roleProven leadership skills and ability to motivate and inspire a teamExcellent verbal and written communication skillsProficiency in hotel management software and Microsoft Office SuiteStrong problem-solving abilities and attention to detailBachelor’s degree in hospitality management or related field preferredWe offer opportunities for career growth, and a supportive work environment. Join our team and contribute to creating memorable experiences for our guests!If you are a team player with a passion for hospitality and a dedication to providing exceptional service, we would love to hear from you. Please submit your resume and cover letter to the e-mail address.Thank you for considering a career with us as a Front Office Manager.Uyğun başlıqlarİngilis diliReceptionResepşnRus dili",https://www.offer.az/front-office-manager-12-vakansiya-2025-60590/,08/01/2025,09/02/2025
Reception,Grow Audit and Consulting,Bakı,Müsahibə əsasında,1 il,18 — 40,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,hr@grow.az,,"İş barədə məlumat:Şirkətin sənəd dövriyyəsinə nəzarət olunması (məktublar,sənədlər və digər.)Telefon zənglərinin aparılması və aidiyyati şöbələrə yönləndirilməsi.Rəhbərliyin tapşırıqlarını və digər administrativ işləri vaxtında və düzgün yerinə yetirilməsi.Tələblər:Orta, ali, natamam aliİş təcrübəsi: min. 1 ilYaş aralığı: 18-40 yaşCinsi: QadınAzərbaycan və rus dillərini bilmək vacibdir.Microsoft Office proqramlarını yaxşı səviyyədə bilmək.Punktual, məsuliyyətli, dəqiq və insanlarla təzyiq altında işləmək bacarığı olmalıdır.Uyğun başlıqlarMüştəri əlaqələriOfis MeneceriReception",https://www.offer.az/reception-57-vakansiya-2025-60589/,08/01/2025,09/02/2025
General English müəllimi,Family School,Bakı,Müsahibə əsasında,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,familyschooledu@gmail.com,,"İş barədə məlumat:Tədris olunan programı düzgün və tam şəkildə tələbərə çatdırmaqDərs planını proqramlaşdırmaq və dərslərin proqram üzrə təşkilini təmin etməkTələbələrin dərsə davamiyyəti və aktivliyinin qeydiyyatını aparmaqTələbələrə interaktiv şəkildə dərsi izah etməkNamizədə tələblər:Ali təhsilliİngilis dilinin peşəkar səviyyədə tədrisi və təşkilini bacarmalıdırİngilis dilini əla səviyyədə bilməlidirRiyaziyyat biliyi üstünlükdürMinimum 1 il iş təcrübəsiRus dili biliyi arzuolunandırİngilis dilli ixtisaslar müsbət hal kimi nəzərə alınacaqPedoqoji bacarıqYaxşı ünsiyyət, əlaqə və komanda ilə işləmək bacarığıÖz CV-nizi e-mail ünvanına və ya (055) 430 12 13 whatsapp mömrəsinə göndərə bilərsinizÜnvan: Həsən Əliyev küçəsi 245, Kovaa PlazaUyğun başlıqlarİngilis diliİngilis dili müəllimi",https://www.offer.az/60588-vakansiya-2025-60588/,08/01/2025,09/02/2025
Mühasib,Planet Travel,Bakı,900₼,2 il,22 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,gunay@planetgroup.az,,"İş barədə məlumatHesabatların hazırlanması .Ödəniş tapşırıqları və internet banking vasitəsi ilə ödənişlərin edilməsi.E-Qaimə fakturalarının yazılmasıKassa, Bank əməliyyatlarının həyata keçirilməsi, qarşılıqlı hesablaşma və üzləşmə aktlarının tərtib edilməsiDaxili mühasibatlıq işlərini görə bilən (hesab fakturalar, elektron qaimələr, daxili hesabatlar, bank köçürmələri və.s)Aylıq daxili maliyyə hesabatların hazırlanması.Ən azı 2-3 il iş təcrübəsi olmalıdır.Əməkhaqqı 900 AZN .Namizədə tələblərAzərbaycan və rus dillərini yüksək səviyyədə bilməkKompüterdə işləmək bacarığıŞirkətə daxil olan sorğuların operativ və işgüzar formada cavablandırılmasıMəntiqi və riyazi düşüncə qabiliyyəti.İnternetdən aktiv istifadə etmək, sürətli axtarış və sOffice proqramlarında işləmə bacarığı (Excel, Word)Bütün hesab-fakturaların, müqavilə sənədlərinin və onlardan irəli gələn aktların , qaimə-fakturaların qəbul edilməsi, qeydiyyata alınması, yoxlanılması və müvafiq ödənişinin icra edilməsi üçün hazırlanması və təqdim edilməsi .Məsuliyyət, düzgünlük, dəqiqlik və etibarlılıq kimi müsbət göstəricilərə sahib olmaq;Şəkilli CV-lərinizi “Mühasib köməkçisi” başlığı altında elektron poçt ünvanına göndərə bilərlər.Uyğun başlıqlar1CMühasib",https://www.offer.az/muhasib-857-vakansiya-2025-60587/,08/01/2025,09/02/2025
Nəqliyyat operatoru,Giləzi,Bakı,600₼,1 il,25 — 38,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,ir@gilezi.com,,"Vəzifə öhdəlikləri:Nəqliyyatla bağlı uçotun aparılmasına və hər ayın sonunda hesabatların verilməsinə nəzarət etmək;Yanacaq sərfi haqqında hesabatların hazırlanması;Ehtiyyat hissələrinin alınmasına və dəyişdirilməsinə nəzarət etmək;Şirkətin nəqliyyat vasitələrinin texniki baxışdan keçirilməsi və lazım olduqda təmirinin təşkil edilməsinə nəzarət etmək;Rəhbər tərəfindən verlən bütün şifahi və yazılı tapşırıqları icra etmək.Namizədə tələblər:Müvafiq sahədə minimal 1-2 il iş təcrübəsi;BƏY namizədlər;Nəqliyyat üzrə ali təhsil arzuolunandır.Yaş həddi 25 – 38 aralığındaƏmək haqqı: 600+ AZNİş şəraiti:İş yeri: Bakı şəh. Nərimanov rayonu, Əhməd Rəcəbli 219.İş qrafiki: 6 günlük (6cı gün qısa iş günü)Azərbaycan Respublikası qanunvericiliyinə uyğun sənədləşməGöstərilən tələblərə cavab verən namizədlərdən öz CV-lərini elektron poçt ünvanına (“Nəqliyyat operatoru” başlığı ilə) göndərməyini xahiş edirik. Müraciətlər yalnız cv əsasında qəbul edilir.Uyğun başlıqlarNəqliyyat",https://www.offer.az/neqliyyat-operatoru-vakansiya-2025-60586/,08/01/2025,09/02/2025
İnzibati işlər üzrə kiçik mütəxəssis,A-Group Insurance Company,Bakı,650₼,1 il,21 — 45,Natamam ali təhsil (bakalavr),Tam iş günü (5 gün),Əmək müqaviləsi,cv@a-group.az,,"Vəzifə öhdəlikləri:Telefon zənglərini qəbul etmək və eytiyac olduqda müvafiq şöbələrə yönəltmək;Şirkətdə kargüzarlıq xidmətini təmin etmək;Daxil olan və göndəriləcək korrespondensiyanın vaxtlı-vaxtında qeydiyyatını aparmaq, sürətinin çıxarmaq və/və ya skan edilməsini təmin etmək;Daxil olmuş və göndəriləcək korrespondensiyanın təyinatı üzrə ünvana çatdırılmasını təmin etmək;Ümumi sığorta hadisəsi zamanı zəngləri qəbul etmək,Insure.azsisteminə daxil edib, hadisə məlumatlarını Sığorta hadisələrinin tənzimlənməsi departamentinə yönəltmək;Mərkəzi Bankın tətbiq etdiyi Elektron Sənəd dövriyyəsi sistemində müvafiq sənədləri qəbul etmək və göndərmək;Çirkətdə cari kargüzarlıq materillarına eytiyacı müəyyənləşdirmək, sifarişi, təhcizatçıdan qəbulu və saxlanılmasını təşkil və təmin etmək;Kuryer və taksi xidmətinin sifarişini, sifarişlərin tənzimlənməsini və dəqiqliklə yerinə yetirilməsini həyata keçirmək;Karqüzarlığa aid bütün sənədlərin müvafiq qaydada yığılması və saxlanılması, qeydiyat kitablarının səliqəli vəziyətdə olmasını və vaxtı-vaxtında dəyişdirilməsini təmin etmək;Şirkətə gələn müştəriləri nəzakətlə qarşılayıb, onların tələblərini, sorğularını aydınlaşdırıb, müvafiq struktura yönəltmək;Daxili müştərin sorğularını vaxtında və dəqiq cavablandırmaq.Tələblər:Orta ixtisas və ya ali təhsili;Ən azı 1 il iş təcrübəsi;Ünsiyyət qurmaq bacarığı;Komandada işləmək bacarığı;Stressə davamlı;Azərbaycan və rus dillərində sərbəst ünsiyyət qurmaq bacarığı (ingilis dili arzu olunandır);MS Office proqramlarını yaxşı bilmək.İş şəraiti:Əmək haqqı: 650 aznQrafik 5-günlük, 09.00-18.00Könüllü tibbi sığorta qarşılanır.Maraqlanan şəxs, mövzuda “İnzibati işlər üzrə kiçik mütəxəssis” qeyd etməklə, CV-ni email ünvanına göndərə bilər.Uyğun başlıqlarİnzibati işlər",https://www.offer.az/inzibati-isler-10-vakansiya-2025-60585/,08/01/2025,09/02/2025
